screen_name,tweet_type,date,tweetid,rt_hashtag,hashtag,userid
Godskid234,retweeted_tweet_without_comment,Sat Aug 01 02:21:55 +0000 2020,1289385842402668544,votered2020removeeverydemocrat voteredtosaveamerica2020 wwgiwga kag qanon2020 trump2020,votered2020removeeverydemocrat voteredtosaveamerica2020 wwgiwga kag qanon2020,24573400
happynyan8888,retweeted_tweet_without_comment,Sat Aug 01 02:27:16 +0000 2020,1289387192305950720,taketheoath qanon qarmyjapanflynn wwg1wga japan 宣誓動画 q4510,taketheoath qanon qarmyjapanflynn wwg1wga japan,2596555064
Sarah30769293,retweeted_tweet_without_comment,Sat Aug 01 02:29:53 +0000 2020,1289387847271813120,qanon wwg1wga,"",1285946667557060608
Just2spiffy,retweeted_tweet_without_comment,Sat Aug 01 02:31:03 +0000 2020,1289388141267230720,potus obamagate qanon walkaway wwg1wga trump2020,potus obamagate,2288781522
marimacint,retweeted_tweet_without_comment,Sat Aug 01 02:31:32 +0000 2020,1289388265770950656,qanon greatawakening jfk,"",93657255
marimacint,retweeted_tweet_without_comment,Sat Aug 01 02:31:45 +0000 2020,1289388317230788608,qanon greatawakening jfk,"",93657255
marimacint,retweeted_tweet_without_comment,Sat Aug 01 02:31:55 +0000 2020,1289388361250037760,qanon greatawakening jfk,"",93657255
marimacint,retweeted_tweet_without_comment,Sat Aug 01 02:32:02 +0000 2020,1289388391835095040,qanon greatawekening qrs11,qanon greatawekening qrs11,93657255
meigetu10,retweeted_tweet_without_comment,Sat Aug 01 02:32:09 +0000 2020,1289388418791690240,qarmyjapanflynn qanon wwg1wga stormisuponus,qarmyjapanflynn qanon wwg1wga stormisuponus,969881331592134656
CaqtainSensible,retweeted_tweet_without_comment,Sat Aug 01 02:32:22 +0000 2020,1289388475205079040,qanon greatawakening jfk,"",389283764
marimacint,retweeted_tweet_without_comment,Sat Aug 01 02:32:24 +0000 2020,1289388482188566528,qanon greatawakening qrs11,"",93657255
Just2spiffy,retweeted_tweet_without_comment,Sat Aug 01 02:32:40 +0000 2020,1289388548664119296,potus obamagate qanon walkaway wwg1wga trump2020,potus obamagate,2288781522
diamondgirl2222,retweeted_tweet_without_comment,Sat Aug 01 02:33:34 +0000 2020,1289388774464528384,q qanon qarmy maga wwg1wga deepstate kag followthewhiterabbit spygate thegreatawakening draintheswamp,"",453507246
diamondgirl2222,retweeted_tweet_without_comment,Sat Aug 01 02:33:52 +0000 2020,1289388853044813824,qanon,"",453507246
Mellb71,retweeted_tweet_without_comment,Sat Aug 01 02:35:15 +0000 2020,1289389201062912000,covid19 qanons wwg1wga thegreatawakening,covid19,56623914
TheWantedEmcees,retweeted_tweet_without_comment,Sat Aug 01 02:35:29 +0000 2020,1289389260093689856,qanon,"",821644302
rob_landen,retweeted_tweet_without_comment,Sat Aug 01 02:35:59 +0000 2020,1289389384983183360,isaackappy qanon wwg1wga,isaackappy,756117245487644672
4heartandsoul,retweeted_tweet_without_comment,Sat Aug 01 02:36:23 +0000 2020,1289389485914873856,qanon greatawakening jfk,"",1112776749597679616
Vic521Vickie,retweeted_tweet_without_comment,Sat Aug 01 02:36:51 +0000 2020,1289389603238170624,epsteinisland qanons qanonban,epsteinisland,781292300253016064
4heartandsoul,retweeted_tweet_without_comment,Sat Aug 01 02:37:17 +0000 2020,1289389711614603264,qanon greatawakening jfk,"",1112776749597679616
4heartandsoul,retweeted_tweet_without_comment,Sat Aug 01 02:37:24 +0000 2020,1289389739028619264,qanon greatawakening jfk,"",1112776749597679616
CelticOddtree,retweeted_tweet_without_comment,Sat Aug 01 02:38:29 +0000 2020,1289390013562707968,qanon wwg1wga,"",72561206
Just2spiffy,retweeted_tweet_without_comment,Sat Aug 01 02:41:30 +0000 2020,1289390771615887360,potus obamagate qanon walkaway wwg1wga trump2020,potus obamagate,2288781522
J_anon123,retweeted_tweet_without_comment,Sat Aug 01 02:42:50 +0000 2020,1289391108812750848,covid19 qanons wwg1wga thegreatawakening,covid19,1253894947339669504
rottenbanana101,retweeted_tweet_without_comment,Sat Aug 01 02:43:27 +0000 2020,1289391264501125120,qanon epsteinsuicide,"",1182796388792459264
supradados,retweeted_tweet_without_comment,Sat Aug 01 02:46:11 +0000 2020,1289391952488812544,qanon qanonbr thegreatawakening wwg1wga knowthecure covidcure covid19,qanon qanonbr thegreatawakening wwg1wga knowthecure covidcure covid19,36402939
levsyl,retweeted_tweet_without_comment,Sat Aug 01 02:46:39 +0000 2020,1289392067219726336,qanon greatawakening jfk,"",1212619804948885504
TheWantedEmcees,retweeted_tweet_without_comment,Sat Aug 01 02:49:03 +0000 2020,1289392674345226240,thegreatawakening qanon,thegreatawakening qanon,821644302
t_USAlover,retweeted_tweet_without_comment,Sat Aug 01 02:54:35 +0000 2020,1289394066182955008,savethechildren crimesagainstchildren crimesagainsthumanity thestorm qanons thegreatawakeningworldwide trump2020landslidevictory,savethechildren crimesagainstchildren crimesagainsthumanity,3276446089
1breathaway2u,retweeted_tweet_without_comment,Sat Aug 01 02:55:26 +0000 2020,1289394278964146176,jesus bible scripture kag2020 wwg1wga qanon,jesus bible scripture kag2020 wwg1wga qanon,371944522
1breathaway2u,retweeted_tweet_without_comment,Sat Aug 01 02:55:29 +0000 2020,1289394291559849984,jesus bible scripture kag2020 wwg1wga qanon,jesus bible scripture kag2020 wwg1wga qanon,371944522
1breathaway2u,retweeted_tweet_without_comment,Sat Aug 01 02:55:33 +0000 2020,1289394306990477312,jesus bible scripture kag2020 wwg1wga qanon,"",371944522
OffshoreMaven,retweeted_tweet_without_comment,Sat Aug 01 02:56:51 +0000 2020,1289394636847321088,qanon wwg1wga,"",254532265
jadegreen0987,retweeted_tweet_without_comment,Sat Aug 01 00:59:59 +0000 2020,1289365223703367680,qanon thursdaythoughts,"",790601614402785280
michicaligirl,retweeted_tweet_without_comment,Sat Aug 01 01:02:12 +0000 2020,1289365782049112064,magachallenge qanons wwg1wga q,magachallenge,1260303758178697216
QramaQbi,retweeted_tweet_without_comment,Sat Aug 01 01:04:08 +0000 2020,1289366269397893120,qarmyjapanflynn qanon wwg1wga stormisuponus,qarmyjapanflynn qanon wwg1wga stormisuponus,1268232138295373824
bossmanomega22,retweeted_tweet_without_comment,Sat Aug 01 01:04:25 +0000 2020,1289366339463733248,savethechildren qanon qanonworldwide,"",884238012959399936
pup_goss,retweeted_tweet_without_comment,Sat Aug 01 01:06:11 +0000 2020,1289366784106143744,covid19 qanons wwg1wga thegreatawakening,covid19,416613806
Mad_Dawg29,retweeted_tweet_without_comment,Sat Aug 01 01:06:22 +0000 2020,1289366831761887232,covid19 qanons wwg1wga thegreatawakening,covid19,208381653
LOZ41666248,retweeted_tweet_without_comment,Sat Aug 01 01:06:44 +0000 2020,1289366925584162816,maga kag qanon,maga kag qanon,883147630636916736
RoodGridance,retweeted_tweet_without_comment,Sat Aug 01 01:08:05 +0000 2020,1289367264555405312,magachallenge qanons wwg1wga q,magachallenge,50425887
REDSUNAMI2020,retweeted_tweet_without_comment,Sat Aug 01 01:10:49 +0000 2020,1289367950516920320,savethechildren qanon qanonworldwide,"",1276637984800964608
ginghaa,retweeted_tweet_without_comment,Sat Aug 01 01:10:54 +0000 2020,1289367972058820608,qanons one team julianassange,qanons,1.246466588687e+18
wayne161718,retweeted_tweet_without_comment,Sat Aug 01 01:13:29 +0000 2020,1289368621630631936,magachallenge qanons wwg1wga q,magachallenge,1246113984824082432
val26534947,retweeted_tweet_without_comment,Sat Aug 01 01:15:58 +0000 2020,1289369247110410240,qanon,"",1159607853579210752
DanihelJoe,retweeted_tweet_without_comment,Sat Aug 01 01:17:35 +0000 2020,1289369656067674112,defundphilanow wwg1wga qanon2020 maga2020 kag,"",1140938021300264960
TrippyQ137,retweeted_tweet_without_comment,Sat Aug 01 01:17:55 +0000 2020,1289369736766042112,savethechildren qanon qanonworldwide,"",964674704781922304
ElizabethVlaho1,retweeted_tweet_without_comment,Sat Aug 01 01:18:00 +0000 2020,1289369759016984576,qanon wwg1wga,"",757274353889341440
Gr8ful4America,retweeted_tweet_without_comment,Sat Aug 01 01:18:03 +0000 2020,1289369773495611392,covid19 qanons wwg1wga thegreatawakening,covid19,160763898
happynyan8888,retweeted_tweet_without_comment,Sat Aug 01 01:20:48 +0000 2020,1289370463953489920,宣誓動画 qarmyjapanflynn wwg1wgaworldwide taketheoath 日本 qアノン qanon,宣誓動画 qarmyjapanflynn wwg1wgaworldwide taketheoath 日本 qアノン qanon,2596555064
reddog0468,retweeted_tweet_without_comment,Sat Aug 01 01:22:16 +0000 2020,1289370833782218752,qanon thursdaythoughts,"",469865155
msshel1,retweeted_tweet_without_comment,Sat Aug 01 01:25:25 +0000 2020,1289371625150980096,savethechildren crimesagainstchildren crimesagainsthumanity thestorm qanons thegreatawakeningworldwide trump2020landslidevictory,savethechildren crimesagainstchildren crimesagainsthumanity,168825790
GramyMontana,retweeted_tweet_without_comment,Sat Aug 01 01:25:56 +0000 2020,1289371755182604288,qanon wwg1wga,"",1281804152583012352
IAMFAMKE,retweeted_tweet_without_comment,Sat Aug 01 01:26:05 +0000 2020,1289371791786352640,covid19 qanons wwg1wga thegreatawakening,covid19,28287279
micheleod1,retweeted_tweet_without_comment,Sat Aug 01 01:31:01 +0000 2020,1289373033564499968,qanon wwg1wga,"",1624284144
badov49,retweeted_tweet_without_comment,Sat Aug 01 01:33:01 +0000 2020,1289373539682775040,isaackappy qanon wwg1wga,isaackappy,874606098
DE374104634,retweeted_tweet_without_comment,Sat Aug 01 01:33:34 +0000 2020,1289373676777897984,covid19 qanons wwg1wga thegreatawakening,covid19,1147942185301663744
purema01,retweeted_tweet_without_comment,Sat Aug 01 01:35:17 +0000 2020,1289374108560613376,宣誓動画 qarmyjapanflynn wwg1wgaworldwide taketheoath 日本 qアノン qanon,宣誓動画 qarmyjapanflynn wwg1wgaworldwide taketheoath 日本 qアノン qanon,157173361
RitaRED16,retweeted_tweet_without_comment,Sat Aug 01 01:36:57 +0000 2020,1289374528297037824,savethechildren qanon qanonworldwide,"",1176967284276875264
NBrownfield86,retweeted_tweet_without_comment,Sat Aug 01 01:40:03 +0000 2020,1289375309649686528,savethechildren qanon qanonworldwide,"",1078254481
ProudCitizen7,retweeted_tweet_without_comment,Sat Aug 01 01:44:08 +0000 2020,1289376336230772736,qanon epstein,"",1205663880313294848
ThinQingAnon,retweeted_tweet_without_comment,Sat Aug 01 01:46:19 +0000 2020,1289376883449053184,covid19 qanons wwg1wga thegreatawakening,covid19,876216907166236672
happynyan8888,retweeted_tweet_without_comment,Sat Aug 01 01:46:29 +0000 2020,1289376925702471680,president presidenttrump stalking slander q qanon qarmyjapanflynn eri scam tcl 犯罪者,president presidenttrump,2596555064
TimSher38807557,retweeted_tweet_without_comment,Sat Aug 01 01:48:58 +0000 2020,1289377550716661760,qanon qanonworldwide thegreatawakeningworldwide thegreatawakening qanons maga,"",966251017879814144
Caroldee30,retweeted_tweet_without_comment,Sat Aug 01 01:49:14 +0000 2020,1289377618286931968,savethechildren qanon qanonworldwide,"",3152982301
RickySi16087724,retweeted_tweet_without_comment,Sat Aug 01 01:49:54 +0000 2020,1289377786130382848,qanon maga thestorm,"",781838159134896128
Karen_is_Woke,retweeted_tweet_without_comment,Sat Aug 01 01:50:27 +0000 2020,1289377923846283264,savethechildren qanon qanonworldwide,"",1281813977035661312
TxSaya,retweeted_tweet_without_comment,Sat Aug 01 01:53:47 +0000 2020,1289378764787458048,qanon maga thestorm,"",16090807
Qpatriots17,retweeted_tweet_without_comment,Sat Aug 01 01:55:41 +0000 2020,1289379243185471488,covid19 qanons wwg1wga thegreatawakening,covid19,1249515470757060608
StorinoCarmella,retweeted_tweet_without_comment,Sat Aug 01 01:55:49 +0000 2020,1289379274953113600,covid19 qanons wwg1wga thegreatawakening,covid19,825360556919975936
Na_2020_07_22,retweeted_tweet_without_comment,Sat Aug 01 01:56:31 +0000 2020,1289379453441724416,taketheoath q qanon qarmyjapanflynn wwg1wgaworldwide japan 宣誓動画,taketheoath q qanon qarmyjapanflynn wwg1wgaworldwide japan,1285808188504240128
purplemaniaco,retweeted_tweet_without_comment,Sat Aug 01 01:58:23 +0000 2020,1289379919886082048,covid19 qanons wwg1wga thegreatawakening,covid19,2423884731
RyanHansen76,retweeted_tweet_without_comment,Sat Aug 01 01:59:15 +0000 2020,1289380139944390656,savethechildren crimesagainstchildren crimesagainsthumanity thestorm qanons thegreatawakeningworldwide trump2020landslidevictory,savethechildren crimesagainstchildren crimesagainsthumanity,1279727186736537600
mauroville,retweeted_tweet_without_comment,Sat Aug 01 01:59:24 +0000 2020,1289380175872811008,q qanons jfkjr thegreatawakening patriots ww1wga obamagate therabbithole draintheswamp darktolight deepstate trusttheplan godwins,"",53460860
tooranomaki6910,quoted_tweet,Sat Aug 01 04:02:23 +0000 2020,1289411129135886336,"","",1008176372622110720
mizzblueeyes,quoted_tweet,Sat Aug 01 04:02:46 +0000 2020,1289411223943933952,"","",31630529
LeftLoons,quoted_tweet,Sat Aug 01 04:04:48 +0000 2020,1289411733497319424,"","",956916554322427904
Drock23896,quoted_tweet,Sat Aug 01 04:05:03 +0000 2020,1289411798580387840,"","",1266905699981733888
FTM_Think17,quoted_tweet,Sat Aug 01 04:08:19 +0000 2020,1289412622312288256,"","",1207831369763753984
WethePeoplePets,quoted_tweet,Sat Aug 01 04:09:51 +0000 2020,1289413007412355072,"","",32942732
isVjRDnit24xuLE,quoted_tweet,Sat Aug 01 04:10:01 +0000 2020,1289413047853805568,"","",869435695017979904
PlasticflaskQQ,quoted_tweet,Sat Aug 01 04:10:31 +0000 2020,1289413172852555776,"","",1275850042402918400
YhT72lYVgeyTEg1,quoted_tweet,Sat Aug 01 04:13:07 +0000 2020,1289413827864309760,"","",1098890310002794496
horisusumuyo31,quoted_tweet,Sat Aug 01 04:14:00 +0000 2020,1289414049575313408,"","",918424353204666368
kVyIVg1HhsVBEAw,quoted_tweet,Sat Aug 01 04:16:54 +0000 2020,1289414779791015936,"","",1209074205825699840
zzr3796r,quoted_tweet,Sat Aug 01 04:17:30 +0000 2020,1289414932899880960,"","",1964507112
mbuckel1,quoted_tweet,Sat Aug 01 04:19:13 +0000 2020,1289415364175187968,"","",1725899935
zzr3796r,quoted_tweet,Sat Aug 01 04:19:44 +0000 2020,1289415493955158016,"","",1964507112
zzr3796r,quoted_tweet,Sat Aug 01 04:20:03 +0000 2020,1289415574632554496,"","",1964507112
zzr3796r,quoted_tweet,Sat Aug 01 04:20:07 +0000 2020,1289415589413281792,"","",1964507112
zzr3796r,quoted_tweet,Sat Aug 01 04:20:28 +0000 2020,1289415676298268672,"","",1964507112
woody_500,quoted_tweet,Sat Aug 01 04:23:48 +0000 2020,1289416518023827456,"","",114733253
qisrea,quoted_tweet,Sat Aug 01 04:25:29 +0000 2020,1289416942432866304,"",qarmy,335331563
qisrea,quoted_tweet,Sat Aug 01 04:25:36 +0000 2020,1289416969595150336,"",qanons,335331563
qisrea,quoted_tweet,Sat Aug 01 04:25:48 +0000 2020,1289417019146690560,"",trump,335331563
qisrea,quoted_tweet,Sat Aug 01 04:25:54 +0000 2020,1289417045046484992,"",trumpisnotwell,335331563
qisrea,quoted_tweet,Sat Aug 01 04:26:00 +0000 2020,1289417070883385344,"",trumpthreatensamerica,335331563
cures0710,quoted_tweet,Sat Aug 01 04:26:40 +0000 2020,1289417238345261056,"",人 情報 国民 生活 プロパガンダ 獣以下 twitter 電通 日本銀行 経団連 マスゴミ 創価学会 ヤクザ 半グレ,1066273432675860480
herblavender4,quoted_tweet,Sat Aug 01 04:27:39 +0000 2020,1289417487302266880,"","",952092206994620416
Usagi9ua61,quoted_tweet,Sat Aug 01 04:29:55 +0000 2020,1289418055005532160,"","",790832549165621248
CWilliams1409,quoted_tweet,Sat Aug 01 04:32:01 +0000 2020,1289418582820966400,"",drainthedeepstateswamp nancypelosi iihanomar aoc fraud moneylaundering blmmarxists,46143497
amenomurakumo5,quoted_tweet,Sat Aug 01 04:33:12 +0000 2020,1289418883401543680,"","",1156038610136600576
amenomurakumo5,quoted_tweet,Sat Aug 01 04:33:29 +0000 2020,1289418952414658560,"","",1156038610136600576
HifiMega,quoted_tweet,Sat Aug 01 04:34:11 +0000 2020,1289419129959510016,"","",1273093780384575488
AmberLe36494394,quoted_tweet,Sat Aug 01 04:35:27 +0000 2020,1289419447459971072,"","",1243972864123883520
MJedi67,quoted_tweet,Sat Aug 01 04:37:18 +0000 2020,1289419914382581760,"",q,1222866616528048128
kikou_mewan,quoted_tweet,Sat Aug 01 04:47:06 +0000 2020,1289422382248026112,"",oppression speech oppressionofspeech q,3151369794
naruyu31,quoted_tweet,Sat Aug 01 04:50:21 +0000 2020,1289423198132420608,"","",1247485303423504384
tooranomaki6910,quoted_tweet,Sat Aug 01 04:53:34 +0000 2020,1289424008920743936,"","",1008176372622110720
dmfact,quoted_tweet,Sat Aug 01 03:01:13 +0000 2020,1289395734681251840,"",qanon,242056447
JackRos22241643,quoted_tweet,Sat Aug 01 03:05:05 +0000 2020,1289396705582960640,"","",759088217836646400
kanache81,quoted_tweet,Sat Aug 01 03:05:52 +0000 2020,1289396906032947200,"",テクノロジー犯罪 集団ストーカー 被害を知ってほしい 末端まで逮捕,1036901394031112192
martinzoila2015,quoted_tweet,Sat Aug 01 03:08:03 +0000 2020,1289397452039053312,"",eeuu usa protests2020 trumpfailedamerica trumpkillsflorida trumpislosing salud desempleo economy,4100043083
joegee9302,quoted_tweet,Sat Aug 01 03:09:11 +0000 2020,1289397741072920576,"","",382678128
LetsMoveOnward,quoted_tweet,Sat Aug 01 03:09:21 +0000 2020,1289397780956446720,"",kag maga freedom liberty,708179232627646464
jordeval,quoted_tweet,Sat Aug 01 03:10:04 +0000 2020,1289397962305462272,"",eeuu usa protests2020 trumpfailedamerica trumpkillsflorida trumpislosing salud desempleo economy,308750613
foxtrotmike11,quoted_tweet,Sat Aug 01 03:12:38 +0000 2020,1289398605955178496,"","",720964252761063424
oinzakakyudesu,quoted_tweet,Sat Aug 01 03:12:58 +0000 2020,1289398689446805504,"","",2300584992
nerazzurista16,quoted_tweet,Sat Aug 01 03:15:37 +0000 2020,1289399357796544512,"","",126011411
4ourCountry,quoted_tweet,Sat Aug 01 03:18:00 +0000 2020,1289399958899228672,"","",733475853045272576
OneHear30151425,quoted_tweet,Sat Aug 01 03:20:14 +0000 2020,1289400519014850560,"",テクノロジー犯罪 集団ストーカー 被害を知ってほしい 末端まで逮捕,1.269525507307e+18
zeusFanHouse,quoted_tweet,Sat Aug 01 03:29:55 +0000 2020,1289402958342307840,"","",259260816
LattyDian,quoted_tweet,Sat Aug 01 03:30:40 +0000 2020,1289403147186663424,"","",772487185031311360
lbj30,quoted_tweet,Sat Aug 01 03:33:15 +0000 2020,1289403795982647296,"","",716784760354443264
CASuperrunner,quoted_tweet,Sat Aug 01 03:33:20 +0000 2020,1289403814777196544,"","",634686904
flygirlrn1,quoted_tweet,Sat Aug 01 03:33:21 +0000 2020,1289403819454062592,"","",1255123348671135744
AuneTilly,quoted_tweet,Sat Aug 01 03:34:18 +0000 2020,1289404059506503680,"","",1045306523235307520
Freedom4Red4,quoted_tweet,Sat Aug 01 03:34:40 +0000 2020,1289404153140109312,"","",1043352033162551296
JimTuscaloosaAl,quoted_tweet,Sat Aug 01 03:35:03 +0000 2020,1289404248912875520,"","",365256150
Maca691,quoted_tweet,Sat Aug 01 03:35:18 +0000 2020,1289404310183268352,"","",122143791
zeusFanHouse,quoted_tweet,Sat Aug 01 03:35:52 +0000 2020,1289404453200621568,"","",259260816
bunnybbskipper,quoted_tweet,Sat Aug 01 03:37:07 +0000 2020,1289404766955528192,"","",1240606894236016640
natalie_k7,quoted_tweet,Sat Aug 01 03:37:57 +0000 2020,1289404979954872320,"","",1259538128777461760
sharihope1,quoted_tweet,Sat Aug 01 03:38:27 +0000 2020,1289405103485489152,"","",49431169
DesignerDeb3,quoted_tweet,Sat Aug 01 03:38:33 +0000 2020,1289405130765250560,"","",1332367184
Doug625,quoted_tweet,Sat Aug 01 03:38:45 +0000 2020,1289405181587648512,"","",30961636
Smokecat11,quoted_tweet,Sat Aug 01 03:40:02 +0000 2020,1289405500765814784,"","",947924480600494080
kcbold20,quoted_tweet,Sat Aug 01 03:40:29 +0000 2020,1289405615014473728,"","",28282790
AimeethxQ,quoted_tweet,Sat Aug 01 03:40:39 +0000 2020,1289405659235012608,"","",807908325346000896
votenickmoutos,quoted_tweet,Sat Aug 01 03:41:00 +0000 2020,1289405744123539456,"",pedophile,1162469289900892160
bakayaro1112,quoted_tweet,Sat Aug 01 03:41:35 +0000 2020,1289405892434132992,"","",264074811
stephiewex,quoted_tweet,Sat Aug 01 03:41:37 +0000 2020,1289405902034841600,"",humantraffickingawarenessday,203780681
nanato4kids,quoted_tweet,Sat Aug 01 03:41:51 +0000 2020,1289405959102541824,"","",2502934192
qnonymous76,quoted_tweet,Sat Aug 01 03:42:35 +0000 2020,1289406144495190016,"","",1282078991000702976
takeit2them,quoted_tweet,Sat Aug 01 03:44:54 +0000 2020,1.289406726136e+18,"",pedophile,1278352169159319552
patriot_kampung,quoted_tweet,Sat Aug 01 03:46:22 +0000 2020,1289407097512189952,"","",261023985
tooranomaki6910,quoted_tweet,Sat Aug 01 03:46:48 +0000 2020,1289407205964263424,"","",1008176372622110720
Kathleendegree1,quoted_tweet,Sat Aug 01 03:48:56 +0000 2020,1289407740989681664,"","",1027021349959688192
cro_essence,quoted_tweet,Sat Aug 01 03:49:58 +0000 2020,1289408000592027648,"",twitter hashtags pedophiles abuse live,778828218681987072
brisquen,quoted_tweet,Sat Aug 01 03:51:05 +0000 2020,1289408284810571776,"","",944310108405690368
m_ken46,quoted_tweet,Sat Aug 01 03:52:24 +0000 2020,1289408616840101888,"","",235509527
StormWatchGirl,quoted_tweet,Sat Aug 01 03:52:30 +0000 2020,1289408641271918592,"","",974778569204232192
ChastyNicholes,quoted_tweet,Sat Aug 01 03:52:37 +0000 2020,1289408667532451840,"","",2437291914
lb8825,quoted_tweet,Sat Aug 01 03:54:04 +0000 2020,1289409032436846592,"","",1111371424202219520
tooranomaki6910,quoted_tweet,Sat Aug 01 03:57:11 +0000 2020,1289409817602211840,"","",1008176372622110720
lovemycoumtry,quoted_tweet,Sat Aug 01 03:57:17 +0000 2020,1289409843577540608,"","",784824513603121152
meigetu10,quoted_tweet,Sat Aug 01 03:58:06 +0000 2020,1289410047315808256,"",taketheoath winning,969881331592134656
CliffHop,quoted_tweet,Sat Aug 01 03:58:36 +0000 2020,1289410173421760512,"","",993238684026703872
rjceo0,quoted_tweet,Sat Aug 01 03:59:44 +0000 2020,1289410459724967936,"","",244816063
bilddawall,quoted_tweet,Sat Aug 01 02:05:17 +0000 2020,1289381656927715328,"",wwg1wga wwg1wgaworldwide qanon greatawakening,1280838693268393984
GeeWhiz__,quoted_tweet,Sat Aug 01 02:05:24 +0000 2020,1289381686120026112,"","",125640659
melodiescorner,quoted_tweet,Sat Aug 01 02:07:43 +0000 2020,1289382270428577792,"","",268255818
OtherMarySpeaks,quoted_tweet,Sat Aug 01 02:09:49 +0000 2020,1289382797547679744,"",wwg1wga wwg1wgaworldwide qanon greatawakening,114774809
Yonzie2Q2Q,quoted_tweet,Sat Aug 01 02:11:17 +0000 2020,1289383166659014656,"","",1072714912240160768
Quantum71700706,quoted_tweet,Sat Aug 01 02:16:26 +0000 2020,1289384466062823424,"","",1243723277308026880
amenomurakumo5,quoted_tweet,Sat Aug 01 02:17:41 +0000 2020,1289384780300087296,"",taketheoath winning,1156038610136600576
stumgolf1,quoted_tweet,Sat Aug 01 02:18:35 +0000 2020,1289385004133318656,"",biden2020 actbluecharities,2815297154
Becuzican1,quoted_tweet,Sat Aug 01 02:23:30 +0000 2020,1289386242371543040,"","",1228775083180560384
happynyan8888,quoted_tweet,Sat Aug 01 02:23:30 +0000 2020,1289386244242206720,"","",2596555064
Marcus88354821,quoted_tweet,Sat Aug 01 02:23:58 +0000 2020,1289386361422659584,"",biden2020 actbluecharities,1215680408387407872
tooranomaki6910,quoted_tweet,Sat Aug 01 02:24:10 +0000 2020,1289386408709218304,"","",1008176372622110720
marimacint,quoted_tweet,Sat Aug 01 02:27:49 +0000 2020,1289387330864730112,"","",93657255
Smilegreatday,quoted_tweet,Sat Aug 01 02:28:27 +0000 2020,1289387489350651904,"","",943826609051750400
Lady7x7,quoted_tweet,Sat Aug 01 02:31:48 +0000 2020,1289388331625660416,"","",178554947
chieko0550gmai1,quoted_tweet,Sat Aug 01 02:32:14 +0000 2020,1289388441319305216,"","",1008136500800729088
happynyan8888,quoted_tweet,Sat Aug 01 02:33:13 +0000 2020,1289388688946769920,"","",2596555064
amenomurakumo5,quoted_tweet,Sat Aug 01 02:34:32 +0000 2020,1289389017117548544,"","",1156038610136600576
tooranomaki6910,quoted_tweet,Sat Aug 01 02:38:18 +0000 2020,1289389966288498688,"","",1008176372622110720
tts1987,quoted_tweet,Sat Aug 01 02:38:42 +0000 2020,1289390067966861312,"","",912037436
bakayaro1112,quoted_tweet,Sat Aug 01 02:40:19 +0000 2020,1289390474369757184,"","",264074811
shopinfrederic,quoted_tweet,Sat Aug 01 02:44:09 +0000 2020,1289391439726514176,"",テクノロジー犯罪 集団ストーカー 被害を知ってほしい 末端まで逮捕,1165394560974909440
BhHxTJnjhIRSHpt,quoted_tweet,Sat Aug 01 02:44:55 +0000 2020,1289391633922834432,"",テクノロジー犯罪 集団ストーカー 被害を知ってほしい 末端まで逮捕,1271244188617601024
suprskipy1,quoted_tweet,Sat Aug 01 02:48:28 +0000 2020,1289392525296283648,"",biden2020 actbluecharities,2626963609
SarahHolm14,quoted_tweet,Sat Aug 01 02:49:31 +0000 2020,1289392788295966720,"",qanons savethechildren cabaltakedown makeamericagreatagain,1239516724682203136
surf4ever3255,quoted_tweet,Sat Aug 01 02:50:42 +0000 2020,1289393087861555200,"","",228541870
THEQUEEN_ALICE,quoted_tweet,Sat Aug 01 02:51:01 +0000 2020,1289393168790691840,"",qanons savethechildren,1286854612377632768
mrsrdc1,quoted_tweet,Sat Aug 01 02:51:34 +0000 2020,1289393303603970048,"",biden2020 actbluecharities,3133769516
patriot_moon,quoted_tweet,Sat Aug 01 01:00:13 +0000 2020,1289365281639342080,"","",85134720
Loveraa1,quoted_tweet,Sat Aug 01 01:00:35 +0000 2020,1289365374543126528,"","",144738595
Mandy98749759,quoted_tweet,Sat Aug 01 01:01:20 +0000 2020,1289365563211264000,"","",1024123450766516224
pdm_paula,quoted_tweet,Sat Aug 01 01:01:39 +0000 2020,1289365644811542528,"","",3519241694
Alapplebee1,quoted_tweet,Sat Aug 01 01:03:06 +0000 2020,1289366007224496128,"","",1244299789593788416
tooranomaki6910,quoted_tweet,Sat Aug 01 01:03:24 +0000 2020,1289366086551392256,"","",1008176372622110720
mike14131124,quoted_tweet,Sat Aug 01 01:07:13 +0000 2020,1289367046656991232,"","",1245600029563207680
RoodGridance,quoted_tweet,Sat Aug 01 01:08:41 +0000 2020,1289367412630941696,"","",50425887
FreeStateOJones,quoted_tweet,Sat Aug 01 01:10:15 +0000 2020,1289367807264612352,"","",892623257735753728
YhT72lYVgeyTEg1,quoted_tweet,Sat Aug 01 01:13:14 +0000 2020,1289368561266257920,"","",1098890310002794496
YhT72lYVgeyTEg1,quoted_tweet,Sat Aug 01 01:14:08 +0000 2020,1289368786886209536,"","",1098890310002794496
tokutanehanashi,quoted_tweet,Sat Aug 01 01:15:25 +0000 2020,1289369107112947712,"","",795914574901833728
debjk7,quoted_tweet,Sat Aug 01 01:17:55 +0000 2020,1289369735839113216,"","",2983569199
patriotawake45,quoted_tweet,Sat Aug 01 01:18:31 +0000 2020,1289369889707237376,"",wwg1wga,1244465001496182784
